city_id,city,country_id,last_update
59,Batna,2,2020-12-23 07:12:14
60,Battambang,18,2020-12-23 07:12:14
61,Baybay,75,2020-12-23 07:12:14
62,Bayugan,75,2020-12-23 07:12:14
63,Bchar,2,2020-12-23 07:12:14
64,Beira,63,2020-12-23 07:12:14
65,Bellevue,103,2020-12-23 07:12:14
66,Belm,15,2020-12-23 07:12:14
67,Benguela,4,2020-12-23 07:12:14
68,Beni-Mellal,62,2020-12-23 07:12:14
69,Benin City,69,2020-12-23 07:12:14
70,Bergamo,49,2020-12-23 07:12:14
71,Berhampore (Baharampur),44,2020-12-23 07:12:14
72,Bern,91,2020-12-23 07:12:14
73,Bhavnagar,44,2020-12-23 07:12:14
74,Bhilwara,44,2020-12-23 07:12:14
75,Bhimavaram,44,2020-12-23 07:12:15
76,Bhopal,44,2020-12-23 07:12:15
77,Bhusawal,44,2020-12-23 07:12:15
78,Bijapur,44,2020-12-23 07:12:15
79,Bilbays,29,2020-12-23 07:12:15
80,Binzhou,23,2020-12-23 07:12:15
81,Birgunj,66,2020-12-23 07:12:15
82,Bislig,75,2020-12-23 07:12:15
83,Blumenau,15,2020-12-23 07:12:15
84,Boa Vista,15,2020-12-23 07:12:15
85,Boksburg,85,2020-12-23 07:12:15
86,Botosani,78,2020-12-23 07:12:15
87,Botshabelo,85,2020-12-23 07:12:15
88,Bradford,102,2020-12-23 07:12:15
89,Braslia,15,2020-12-23 07:12:15
90,Bratislava,84,2020-12-23 07:12:15
91,Brescia,49,2020-12-23 07:12:15
92,Brest,34,2020-12-23 07:12:15
93,Brindisi,49,2020-12-23 07:12:15
94,Brockton,103,2020-12-23 07:12:15
95,Bucuresti,78,2020-12-23 07:12:15
96,Buenaventura,24,2020-12-23 07:12:15
97,Bydgoszcz,76,2020-12-23 07:12:15
98,Cabuyao,75,2020-12-23 07:12:15
99,Callao,74,2020-12-23 07:12:15
100,Cam Ranh,105,2020-12-23 07:12:15
101,Cape Coral,103,2020-12-23 07:12:15
102,Caracas,104,2020-12-23 07:12:15
103,Carmen,60,2020-12-23 07:12:15
104,Cavite,75,2020-12-23 07:12:15
105,Cayenne,35,2020-12-23 07:12:15
106,Celaya,60,2020-12-23 07:12:15
107,Chandrapur,44,2020-12-23 07:12:15
108,Changhwa,92,2020-12-23 07:12:15
109,Changzhou,23,2020-12-23 07:12:15
110,Chapra,44,2020-12-23 07:12:15
111,Charlotte Amalie,106,2020-12-23 07:12:15
112,Chatsworth,85,2020-12-23 07:12:15
113,Cheju,86,2020-12-23 07:12:15
114,Chiayi,92,2020-12-23 07:12:15
115,Chisinau,61,2020-12-23 07:12:15
116,Chungho,92,2020-12-23 07:12:15
117,Cianjur,45,2020-12-23 07:12:15
118,Ciomas,45,2020-12-23 07:12:15
119,Ciparay,45,2020-12-23 07:12:15
120,Citrus Heights,103,2020-12-23 07:12:15
121,Citt del Vaticano,41,2020-12-23 07:12:15
122,Ciudad del Este,73,2020-12-23 07:12:15
123,Clarksville,103,2020-12-23 07:12:15
124,Coacalco de Berriozbal,60,2020-12-23 07:12:15
125,Coatzacoalcos,60,2020-12-23 07:12:15
126,Compton,103,2020-12-23 07:12:15
127,Coquimbo,22,2020-12-23 07:12:15
128,Crdoba,6,2020-12-23 07:12:15
129,Cuauhtmoc,60,2020-12-23 07:12:15
130,Cuautla,60,2020-12-23 07:12:15
131,Cuernavaca,60,2020-12-23 07:12:15
132,Cuman,104,2020-12-23 07:12:15
133,Czestochowa,76,2020-12-23 07:12:15
134,Dadu,72,2020-12-23 07:12:15
135,Dallas,103,2020-12-23 07:12:15
136,Datong,23,2020-12-23 07:12:15
137,Daugavpils,54,2020-12-23 07:12:15
138,Davao,75,2020-12-23 07:12:15
139,Daxian,23,2020-12-23 07:12:15
140,Dayton,103,2020-12-23 07:12:15
141,Deba Habe,69,2020-12-23 07:12:15
142,Denizli,97,2020-12-23 07:12:15
143,Dhaka,12,2020-12-23 07:12:15
144,Dhule (Dhulia),44,2020-12-23 07:12:15
145,Dongying,23,2020-12-23 07:12:15
146,Donostia-San Sebastin,87,2020-12-23 07:12:15
147,Dos Quebradas,24,2020-12-23 07:12:15
148,Duisburg,38,2020-12-23 07:12:15
149,Dundee,102,2020-12-23 07:12:15
150,Dzerzinsk,80,2020-12-23 07:12:15
151,Ede,67,2020-12-23 07:12:15
152,Effon-Alaiye,69,2020-12-23 07:12:15
153,El Alto,14,2020-12-23 07:12:16
154,El Fuerte,60,2020-12-23 07:12:16
155,El Monte,103,2020-12-23 07:12:16
156,Elista,80,2020-12-23 07:12:16
157,Emeishan,23,2020-12-23 07:12:16
158,Emmen,67,2020-12-23 07:12:16
159,Enshi,23,2020-12-23 07:12:16
160,Erlangen,38,2020-12-23 07:12:16
161,Escobar,6,2020-12-23 07:12:16
162,Esfahan,46,2020-12-23 07:12:16
163,Eskisehir,97,2020-12-23 07:12:16
164,Etawah,44,2020-12-23 07:12:16
165,Ezeiza,6,2020-12-23 07:12:16
166,Ezhou,23,2020-12-23 07:12:16
167,Faaa,36,2020-12-23 07:12:16
168,Fengshan,92,2020-12-23 07:12:16
169,Firozabad,44,2020-12-23 07:12:16
170,Florencia,24,2020-12-23 07:12:16
171,Fontana,103,2020-12-23 07:12:16
172,Fukuyama,50,2020-12-23 07:12:16
173,Funafuti,99,2020-12-23 07:12:16
174,Fuyu,23,2020-12-23 07:12:16
175,Fuzhou,23,2020-12-23 07:12:16
176,Gandhinagar,44,2020-12-23 07:12:16
177,Garden Grove,103,2020-12-23 07:12:16
178,Garland,103,2020-12-23 07:12:16
179,Gatineau,20,2020-12-23 07:12:16
180,Gaziantep,97,2020-12-23 07:12:16
181,Gijn,87,2020-12-23 07:12:16
182,Gingoog,75,2020-12-23 07:12:16
183,Goinia,15,2020-12-23 07:12:16
184,Gorontalo,45,2020-12-23 07:12:16
185,Grand Prairie,103,2020-12-23 07:12:16
186,Graz,9,2020-12-23 07:12:16
187,Greensboro,103,2020-12-23 07:12:16
188,Guadalajara,60,2020-12-23 07:12:16
189,Guaruj,15,2020-12-23 07:12:16
190,guas Lindas de Gois,15,2020-12-23 07:12:16
191,Gulbarga,44,2020-12-23 07:12:16
192,Hagonoy,75,2020-12-23 07:12:16
193,Haining,23,2020-12-23 07:12:16
194,Haiphong,105,2020-12-23 07:12:16
195,Haldia,44,2020-12-23 07:12:16
196,Halifax,20,2020-12-23 07:12:16
197,Halisahar,44,2020-12-23 07:12:16
198,Halle/Saale,38,2020-12-23 07:12:16
199,Hami,23,2020-12-23 07:12:16
200,Hamilton,68,2020-12-23 07:12:16
201,Hanoi,105,2020-12-23 07:12:16
202,Hidalgo,60,2020-12-23 07:12:16
203,Higashiosaka,50,2020-12-23 07:12:16
204,Hino,50,2020-12-23 07:12:16
205,Hiroshima,50,2020-12-23 07:12:16
206,Hodeida,107,2020-12-23 07:12:16
207,Hohhot,23,2020-12-23 07:12:16
208,Hoshiarpur,44,2020-12-23 07:12:16
209,Hsichuh,92,2020-12-23 07:12:16
210,Huaian,23,2020-12-23 07:12:16
211,Hubli-Dharwad,44,2020-12-23 07:12:16
212,Huejutla de Reyes,60,2020-12-23 07:12:16
213,Huixquilucan,60,2020-12-23 07:12:16
214,Hunuco,74,2020-12-23 07:12:16
215,Ibirit,15,2020-12-23 07:12:16
216,Idfu,29,2020-12-23 07:12:16
217,Ife,69,2020-12-23 07:12:16
218,Ikerre,69,2020-12-23 07:12:16
219,Iligan,75,2020-12-23 07:12:16
220,Ilorin,69,2020-12-23 07:12:16
221,Imus,75,2020-12-23 07:12:16
222,Inegl,97,2020-12-23 07:12:16
223,Ipoh,59,2020-12-23 07:12:16
224,Isesaki,50,2020-12-23 07:12:16
225,Ivanovo,80,2020-12-23 07:12:16
226,Iwaki,50,2020-12-23 07:12:16
227,Iwakuni,50,2020-12-23 07:12:16
228,Iwatsuki,50,2020-12-23 07:12:16
229,Izumisano,50,2020-12-23 07:12:16
230,Jaffna,88,2020-12-23 07:12:16
231,Jaipur,44,2020-12-23 07:12:16
232,Jakarta,45,2020-12-23 07:12:16
233,Jalib al-Shuyukh,53,2020-12-23 07:12:16
234,Jamalpur,12,2020-12-23 07:12:16
235,Jaroslavl,80,2020-12-23 07:12:16
236,Jastrzebie-Zdrj,76,2020-12-23 07:12:16
237,Jedda,82,2020-12-23 07:12:16
238,Jelets,80,2020-12-23 07:12:16
239,Jhansi,44,2020-12-23 07:12:16
240,Jinchang,23,2020-12-23 07:12:17
241,Jining,23,2020-12-23 07:12:17
242,Jinzhou,23,2020-12-23 07:12:17
243,Jodhpur,44,2020-12-23 07:12:17
244,Johannesburg,85,2020-12-23 07:12:17
245,Joliet,103,2020-12-23 07:12:17
246,Jos Azueta,60,2020-12-23 07:12:17
247,Juazeiro do Norte,15,2020-12-23 07:12:17
248,Juiz de Fora,15,2020-12-23 07:12:17
249,Junan,23,2020-12-23 07:12:17
250,Jurez,60,2020-12-23 07:12:17
251,Kabul,1,2020-12-23 07:12:17
252,Kaduna,69,2020-12-23 07:12:17
253,Kakamigahara,50,2020-12-23 07:12:17
254,Kaliningrad,80,2020-12-23 07:12:17
255,Kalisz,76,2020-12-23 07:12:17
256,Kamakura,50,2020-12-23 07:12:17
257,Kamarhati,44,2020-12-23 07:12:17
258,Kamjanets-Podilskyi,100,2020-12-23 07:12:17
259,Kamyin,80,2020-12-23 07:12:17
260,Kanazawa,50,2020-12-23 07:12:17
261,Kanchrapara,44,2020-12-23 07:12:17
262,Kansas City,103,2020-12-23 07:12:17
263,Karnal,44,2020-12-23 07:12:17
264,Katihar,44,2020-12-23 07:12:17
265,Kermanshah,46,2020-12-23 07:12:17
266,Kilis,97,2020-12-23 07:12:17
267,Kimberley,85,2020-12-23 07:12:17
268,Kimchon,86,2020-12-23 07:12:17
269,Kingstown,81,2020-12-23 07:12:17
270,Kirovo-Tepetsk,80,2020-12-23 07:12:17
271,Kisumu,52,2020-12-23 07:12:17
272,Kitwe,109,2020-12-23 07:12:17
273,Klerksdorp,85,2020-12-23 07:12:17
274,Kolpino,80,2020-12-23 07:12:17
275,Konotop,100,2020-12-23 07:12:17
276,Koriyama,50,2020-12-23 07:12:17
277,Korla,23,2020-12-23 07:12:17
278,Korolev,80,2020-12-23 07:12:17
279,Kowloon and New Kowloon,42,2020-12-23 07:12:17
280,Kragujevac,108,2020-12-23 07:12:17
281,Ktahya,97,2020-12-23 07:12:17
282,Kuching,59,2020-12-23 07:12:17
283,Kumbakonam,44,2020-12-23 07:12:17
284,Kurashiki,50,2020-12-23 07:12:17
285,Kurgan,80,2020-12-23 07:12:17
286,Kursk,80,2020-12-23 07:12:17
287,Kuwana,50,2020-12-23 07:12:17
288,La Paz,60,2020-12-23 07:12:17
289,La Plata,6,2020-12-23 07:12:17
290,La Romana,27,2020-12-23 07:12:17
291,Laiwu,23,2020-12-23 07:12:17
292,Lancaster,103,2020-12-23 07:12:17
293,Laohekou,23,2020-12-23 07:12:17
294,Lapu-Lapu,75,2020-12-23 07:12:17
295,Laredo,103,2020-12-23 07:12:17
296,Lausanne,91,2020-12-23 07:12:17
297,Le Mans,34,2020-12-23 07:12:17
298,Lengshuijiang,23,2020-12-23 07:12:17
299,Leshan,23,2020-12-23 07:12:17
300,Lethbridge,20,2020-12-23 07:12:17
301,Lhokseumawe,45,2020-12-23 07:12:17
302,Liaocheng,23,2020-12-23 07:12:17
303,Liepaja,54,2020-12-23 07:12:17
304,Lilongwe,58,2020-12-23 07:12:17
305,Lima,74,2020-12-23 07:12:17
306,Lincoln,103,2020-12-23 07:12:17
307,Linz,9,2020-12-23 07:12:17
308,Lipetsk,80,2020-12-23 07:12:17
309,Livorno,49,2020-12-23 07:12:17
310,Ljubertsy,80,2020-12-23 07:12:17
311,Loja,28,2020-12-23 07:12:17
312,London,102,2020-12-23 07:12:17
313,London,20,2020-12-23 07:12:17
314,Lublin,76,2020-12-23 07:12:17
315,Lubumbashi,25,2020-12-23 07:12:17
316,Lungtan,92,2020-12-23 07:12:17
317,Luzinia,15,2020-12-23 07:12:18
318,Madiun,45,2020-12-23 07:12:18
319,Mahajanga,57,2020-12-23 07:12:18
320,Maikop,80,2020-12-23 07:12:18
321,Malm,90,2020-12-23 07:12:18
322,Manchester,103,2020-12-23 07:12:18
323,Mandaluyong,75,2020-12-23 07:12:18
324,Mandi Bahauddin,72,2020-12-23 07:12:18
325,Mannheim,38,2020-12-23 07:12:18
326,Maracabo,104,2020-12-23 07:12:18
327,Mardan,72,2020-12-23 07:12:18
328,Maring,15,2020-12-23 07:12:18
329,Masqat,71,2020-12-23 07:12:18
330,Matamoros,60,2020-12-23 07:12:18
331,Matsue,50,2020-12-23 07:12:18
332,Meixian,23,2020-12-23 07:12:18
333,Memphis,103,2020-12-23 07:12:18
334,Merlo,6,2020-12-23 07:12:18
335,Mexicali,60,2020-12-23 07:12:18
336,Miraj,44,2020-12-23 07:12:18
337,Mit Ghamr,29,2020-12-23 07:12:18
338,Miyakonojo,50,2020-12-23 07:12:18
339,Mogiljov,13,2020-12-23 07:12:18
340,Molodetno,13,2020-12-23 07:12:18
341,Monclova,60,2020-12-23 07:12:18
342,Monywa,64,2020-12-23 07:12:18
343,Moscow,80,2020-12-23 07:12:18
344,Mosul,47,2020-12-23 07:12:18
345,Mukateve,100,2020-12-23 07:12:18
346,Munger (Monghyr),44,2020-12-23 07:12:18
347,Mwanza,93,2020-12-23 07:12:18
348,Mwene-Ditu,25,2020-12-23 07:12:18
349,Myingyan,64,2020-12-23 07:12:18
350,Mysore,44,2020-12-23 07:12:18
351,Naala-Porto,63,2020-12-23 07:12:18
352,Nabereznyje Telny,80,2020-12-23 07:12:18
353,Nador,62,2020-12-23 07:12:18
354,Nagaon,44,2020-12-23 07:12:18
355,Nagareyama,50,2020-12-23 07:12:18
356,Najafabad,46,2020-12-23 07:12:18
357,Naju,86,2020-12-23 07:12:18
358,Nakhon Sawan,94,2020-12-23 07:12:18
359,Nam Dinh,105,2020-12-23 07:12:18
360,Namibe,4,2020-12-23 07:12:18
361,Nantou,92,2020-12-23 07:12:18
362,Nanyang,23,2020-12-23 07:12:18
363,NDjamna,21,2020-12-23 07:12:18
364,Newcastle,85,2020-12-23 07:12:18
365,Nezahualcyotl,60,2020-12-23 07:12:18
366,Nha Trang,105,2020-12-23 07:12:18
367,Niznekamsk,80,2020-12-23 07:12:18
368,Novi Sad,108,2020-12-23 07:12:18
369,Novoterkassk,80,2020-12-23 07:12:18
370,Nukualofa,95,2020-12-23 07:12:18
371,Nuuk,40,2020-12-23 07:12:18
372,Nyeri,52,2020-12-23 07:12:18
373,Ocumare del Tuy,104,2020-12-23 07:12:18
374,Ogbomosho,69,2020-12-23 07:12:18
375,Okara,72,2020-12-23 07:12:18
376,Okayama,50,2020-12-23 07:12:18
377,Okinawa,50,2020-12-23 07:12:18
378,Olomouc,26,2020-12-23 07:12:18
379,Omdurman,89,2020-12-23 07:12:18
380,Omiya,50,2020-12-23 07:12:18
381,Ondo,69,2020-12-23 07:12:18
382,Onomichi,50,2020-12-23 07:12:18
383,Oshawa,20,2020-12-23 07:12:18
384,Osmaniye,97,2020-12-23 07:12:18
385,ostka,100,2020-12-23 07:12:18
386,Otsu,50,2020-12-23 07:12:18
387,Oulu,33,2020-12-23 07:12:18
388,Ourense (Orense),87,2020-12-23 07:12:18
389,Owo,69,2020-12-23 07:12:18
390,Oyo,69,2020-12-23 07:12:18
391,Ozamis,75,2020-12-23 07:12:18
392,Paarl,85,2020-12-23 07:12:18
393,Pachuca de Soto,60,2020-12-23 07:12:18
394,Pak Kret,94,2020-12-23 07:12:18
395,Palghat (Palakkad),44,2020-12-23 07:12:18
396,Pangkal Pinang,45,2020-12-23 07:12:19
397,Papeete,36,2020-12-23 07:12:19
398,Parbhani,44,2020-12-23 07:12:19
399,Pathankot,44,2020-12-23 07:12:19
400,Patiala,44,2020-12-23 07:12:19
401,Patras,39,2020-12-23 07:12:19
402,Pavlodar,51,2020-12-23 07:12:19
403,Pemalang,45,2020-12-23 07:12:19
404,Peoria,103,2020-12-23 07:12:19
405,Pereira,24,2020-12-23 07:12:19
406,Phnom Penh,18,2020-12-23 07:12:19
407,Pingxiang,23,2020-12-23 07:12:19
408,Pjatigorsk,80,2020-12-23 07:12:19
409,Plock,76,2020-12-23 07:12:19
410,Po,15,2020-12-23 07:12:19
411,Ponce,77,2020-12-23 07:12:19
412,Pontianak,45,2020-12-23 07:12:19
413,Poos de Caldas,15,2020-12-23 07:12:19
414,Portoviejo,28,2020-12-23 07:12:19
415,Probolinggo,45,2020-12-23 07:12:19
416,Pudukkottai,44,2020-12-23 07:12:19
417,Pune,44,2020-12-23 07:12:19
418,Purnea (Purnia),44,2020-12-23 07:12:19
419,Purwakarta,45,2020-12-23 07:12:19
420,Pyongyang,70,2020-12-23 07:12:19
421,Qalyub,29,2020-12-23 07:12:19
422,Qinhuangdao,23,2020-12-23 07:12:19
423,Qomsheh,46,2020-12-23 07:12:19
424,Quilmes,6,2020-12-23 07:12:19
425,Rae Bareli,44,2020-12-23 07:12:19
426,Rajkot,44,2020-12-23 07:12:19
427,Rampur,44,2020-12-23 07:12:19
428,Rancagua,22,2020-12-23 07:12:19
429,Ranchi,44,2020-12-23 07:12:19
430,Richmond Hill,20,2020-12-23 07:12:19
431,Rio Claro,15,2020-12-23 07:12:19
432,Rizhao,23,2020-12-23 07:12:19
433,Roanoke,103,2020-12-23 07:12:19
434,Robamba,28,2020-12-23 07:12:19
435,Rockford,103,2020-12-23 07:12:19
436,Ruse,17,2020-12-23 07:12:19
437,Rustenburg,85,2020-12-23 07:12:19
438,s-Hertogenbosch,67,2020-12-23 07:12:19
439,Saarbrcken,38,2020-12-23 07:12:19
440,Sagamihara,50,2020-12-23 07:12:19
441,Saint Louis,103,2020-12-23 07:12:19
442,Saint-Denis,79,2020-12-23 07:12:19
443,Sal,62,2020-12-23 07:12:19
444,Salala,71,2020-12-23 07:12:19
445,Salamanca,60,2020-12-23 07:12:19
446,Salinas,103,2020-12-23 07:12:19
447,Salzburg,9,2020-12-23 07:12:19
448,Sambhal,44,2020-12-23 07:12:19
449,San Bernardino,103,2020-12-23 07:12:19
450,San Felipe de Puerto Plata,27,2020-12-23 07:12:19
451,San Felipe del Progreso,60,2020-12-23 07:12:19
452,San Juan Bautista Tuxtepec,60,2020-12-23 07:12:19
453,San Lorenzo,73,2020-12-23 07:12:19
454,San Miguel de Tucumn,6,2020-12-23 07:12:19
455,Sanaa,107,2020-12-23 07:12:19
456,Santa Brbara dOeste,15,2020-12-23 07:12:19
457,Santa F,6,2020-12-23 07:12:19
458,Santa Rosa,75,2020-12-23 07:12:19
459,Santiago de Compostela,87,2020-12-23 07:12:19
460,Santiago de los Caballeros,27,2020-12-23 07:12:19
461,Santo Andr,15,2020-12-23 07:12:19
462,Sanya,23,2020-12-23 07:12:19
463,Sasebo,50,2020-12-23 07:12:19
464,Satna,44,2020-12-23 07:12:19
465,Sawhaj,29,2020-12-23 07:12:19
466,Serpuhov,80,2020-12-23 07:12:19
467,Shahr-e Kord,46,2020-12-23 07:12:19
468,Shanwei,23,2020-12-23 07:12:19
469,Shaoguan,23,2020-12-23 07:12:19
470,Sharja,101,2020-12-23 07:12:19
471,Shenzhen,23,2020-12-23 07:12:19
472,Shikarpur,72,2020-12-23 07:12:19
473,Shimoga,44,2020-12-23 07:12:19
474,Shimonoseki,50,2020-12-23 07:12:19
475,Shivapuri,44,2020-12-23 07:12:20
476,Shubra al-Khayma,29,2020-12-23 07:12:20
477,Siegen,38,2020-12-23 07:12:20
478,Siliguri (Shiliguri),44,2020-12-23 07:12:20
479,Simferopol,100,2020-12-23 07:12:20
480,Sincelejo,24,2020-12-23 07:12:20
481,Sirjan,46,2020-12-23 07:12:20
482,Sivas,97,2020-12-23 07:12:20
483,Skikda,2,2020-12-23 07:12:20
484,Smolensk,80,2020-12-23 07:12:20
485,So Bernardo do Campo,15,2020-12-23 07:12:20
486,So Leopoldo,15,2020-12-23 07:12:20
487,Sogamoso,24,2020-12-23 07:12:20
488,Sokoto,69,2020-12-23 07:12:20
489,Songkhla,94,2020-12-23 07:12:20
490,Sorocaba,15,2020-12-23 07:12:20
491,Soshanguve,85,2020-12-23 07:12:20
492,Sousse,96,2020-12-23 07:12:20
493,South Hill,5,2020-12-23 07:12:20
494,Southampton,102,2020-12-23 07:12:20
495,Southend-on-Sea,102,2020-12-23 07:12:20
496,Southport,102,2020-12-23 07:12:20
497,Springs,85,2020-12-23 07:12:20
498,Stara Zagora,17,2020-12-23 07:12:20
499,Sterling Heights,103,2020-12-23 07:12:20
500,Stockport,102,2020-12-23 07:12:20
501,Sucre,14,2020-12-23 07:12:20
502,Suihua,23,2020-12-23 07:12:20
503,Sullana,74,2020-12-23 07:12:20
504,Sultanbeyli,97,2020-12-23 07:12:20
505,Sumqayit,10,2020-12-23 07:12:20
506,Sumy,100,2020-12-23 07:12:20
507,Sungai Petani,59,2020-12-23 07:12:20
508,Sunnyvale,103,2020-12-23 07:12:20
509,Surakarta,45,2020-12-23 07:12:20
510,Syktyvkar,80,2020-12-23 07:12:20
511,Syrakusa,49,2020-12-23 07:12:20
512,Szkesfehrvr,43,2020-12-23 07:12:20
513,Tabora,93,2020-12-23 07:12:20
514,Tabriz,46,2020-12-23 07:12:20
515,Tabuk,82,2020-12-23 07:12:20
516,Tafuna,3,2020-12-23 07:12:20
517,Taguig,75,2020-12-23 07:12:20
518,Taizz,107,2020-12-23 07:12:20
519,Talavera,75,2020-12-23 07:12:20
520,Tallahassee,103,2020-12-23 07:12:20
521,Tama,50,2020-12-23 07:12:20
522,Tambaram,44,2020-12-23 07:12:20
523,Tanauan,75,2020-12-23 07:12:20
524,Tandil,6,2020-12-23 07:12:20
525,Tangail,12,2020-12-23 07:12:20
526,Tanshui,92,2020-12-23 07:12:20
527,Tanza,75,2020-12-23 07:12:20
528,Tarlac,75,2020-12-23 07:12:20
529,Tarsus,97,2020-12-23 07:12:20
530,Tartu,30,2020-12-23 07:12:20
531,Teboksary,80,2020-12-23 07:12:20
532,Tegal,45,2020-12-23 07:12:20
533,Tel Aviv-Jaffa,48,2020-12-23 07:12:20
534,Tete,63,2020-12-23 07:12:20
535,Tianjin,23,2020-12-23 07:12:20
536,Tiefa,23,2020-12-23 07:12:20
537,Tieli,23,2020-12-23 07:12:20
538,Tokat,97,2020-12-23 07:12:20
539,Tonghae,86,2020-12-23 07:12:20
540,Tongliao,23,2020-12-23 07:12:20
541,Torren,60,2020-12-23 07:12:20
542,Touliu,92,2020-12-23 07:12:20
543,Toulon,34,2020-12-23 07:12:20
544,Toulouse,34,2020-12-23 07:12:20
545,Trshavn,32,2020-12-23 07:12:20
546,Tsaotun,92,2020-12-23 07:12:20
547,Tsuyama,50,2020-12-23 07:12:20
548,Tuguegarao,75,2020-12-23 07:12:20
549,Tychy,76,2020-12-23 07:12:20
550,Udaipur,44,2020-12-23 07:12:20
551,Udine,49,2020-12-23 07:12:20
552,Ueda,50,2020-12-23 07:12:20
553,Uijongbu,86,2020-12-23 07:12:20
554,Uluberia,44,2020-12-23 07:12:20
555,Urawa,50,2020-12-23 07:12:20
556,Uruapan,60,2020-12-23 07:12:20
557,Usak,97,2020-12-23 07:12:20
558,Usolje-Sibirskoje,80,2020-12-23 07:12:20
559,Uttarpara-Kotrung,44,2020-12-23 07:12:20
560,Vaduz,55,2020-12-23 07:12:20
561,Valencia,104,2020-12-23 07:12:20
562,Valle de la Pascua,104,2020-12-23 07:12:21
563,Valle de Santiago,60,2020-12-23 07:12:21
564,Valparai,44,2020-12-23 07:12:21
565,Vancouver,20,2020-12-23 07:12:21
566,Varanasi (Benares),44,2020-12-23 07:12:21
567,Vicente Lpez,6,2020-12-23 07:12:21
568,Vijayawada,44,2020-12-23 07:12:21
569,Vila Velha,15,2020-12-23 07:12:21
570,Vilnius,56,2020-12-23 07:12:21
571,Vinh,105,2020-12-23 07:12:21
572,Vitria de Santo Anto,15,2020-12-23 07:12:21
573,Warren,103,2020-12-23 07:12:21
574,Weifang,23,2020-12-23 07:12:21
575,Witten,38,2020-12-23 07:12:21
576,Woodridge,8,2020-12-23 07:12:21
577,Wroclaw,76,2020-12-23 07:12:21
578,Xiangfan,23,2020-12-23 07:12:21
579,Xiangtan,23,2020-12-23 07:12:21
580,Xintai,23,2020-12-23 07:12:21
581,Xinxiang,23,2020-12-23 07:12:21
582,Yamuna Nagar,44,2020-12-23 07:12:21
583,Yangor,65,2020-12-23 07:12:21
584,Yantai,23,2020-12-23 07:12:21
585,Yaound,19,2020-12-23 07:12:21
586,Yerevan,7,2020-12-23 07:12:21
587,Yinchuan,23,2020-12-23 07:12:21
588,Yingkou,23,2020-12-23 07:12:21
589,York,102,2020-12-23 07:12:21
590,Yuncheng,23,2020-12-23 07:12:21
591,Yuzhou,23,2020-12-23 07:12:21
592,Zalantun,23,2020-12-23 07:12:21
593,Zanzibar,93,2020-12-23 07:12:21
594,Zaoyang,23,2020-12-23 07:12:21
595,Zapopan,60,2020-12-23 07:12:21
