inventory_id,film_id,store_id,last_update
371,81,1,2020-12-23 07:12:49
372,82,1,2020-12-23 07:12:49
373,82,1,2020-12-23 07:12:49
374,83,1,2020-12-23 07:12:49
375,83,1,2020-12-23 07:12:49
376,83,1,2020-12-23 07:12:49
377,83,2,2020-12-23 07:12:49
378,83,2,2020-12-23 07:12:49
379,84,1,2020-12-23 07:12:49
380,84,1,2020-12-23 07:12:49
381,84,1,2020-12-23 07:12:49
382,84,1,2020-12-23 07:12:49
383,85,2,2020-12-23 07:12:49
384,85,2,2020-12-23 07:12:49
385,85,2,2020-12-23 07:12:49
386,85,2,2020-12-23 07:12:49
387,86,1,2020-12-23 07:12:50
388,86,1,2020-12-23 07:12:50
389,86,1,2020-12-23 07:12:50
390,86,1,2020-12-23 07:12:50
391,86,2,2020-12-23 07:12:50
392,86,2,2020-12-23 07:12:50
393,86,2,2020-12-23 07:12:50
394,86,2,2020-12-23 07:12:50
395,88,2,2020-12-23 07:12:50
396,88,2,2020-12-23 07:12:50
397,88,2,2020-12-23 07:12:50
398,88,2,2020-12-23 07:12:50
399,89,1,2020-12-23 07:12:50
400,89,1,2020-12-23 07:12:50
401,89,1,2020-12-23 07:12:50
402,89,2,2020-12-23 07:12:50
403,89,2,2020-12-23 07:12:50
404,89,2,2020-12-23 07:12:50
405,90,1,2020-12-23 07:12:50
406,90,1,2020-12-23 07:12:50
407,90,1,2020-12-23 07:12:50
408,90,2,2020-12-23 07:12:50
409,90,2,2020-12-23 07:12:50
410,90,2,2020-12-23 07:12:50
411,91,1,2020-12-23 07:12:50
412,91,1,2020-12-23 07:12:50
413,91,1,2020-12-23 07:12:50
414,91,1,2020-12-23 07:12:50
415,91,2,2020-12-23 07:12:50
416,91,2,2020-12-23 07:12:50
417,91,2,2020-12-23 07:12:50
418,91,2,2020-12-23 07:12:50
419,92,1,2020-12-23 07:12:50
420,92,1,2020-12-23 07:12:50
421,92,2,2020-12-23 07:12:50
422,92,2,2020-12-23 07:12:50
423,93,2,2020-12-23 07:12:50
424,93,2,2020-12-23 07:12:50
425,93,2,2020-12-23 07:12:50
426,94,1,2020-12-23 07:12:50
427,94,1,2020-12-23 07:12:50
428,95,1,2020-12-23 07:12:50
429,95,1,2020-12-23 07:12:50
430,95,2,2020-12-23 07:12:50
431,95,2,2020-12-23 07:12:50
432,95,2,2020-12-23 07:12:50
433,96,1,2020-12-23 07:12:50
434,96,1,2020-12-23 07:12:50
435,96,1,2020-12-23 07:12:50
436,97,1,2020-12-23 07:12:50
437,97,1,2020-12-23 07:12:50
438,97,1,2020-12-23 07:12:50
439,97,1,2020-12-23 07:12:50
440,97,2,2020-12-23 07:12:50
441,97,2,2020-12-23 07:12:50
442,98,1,2020-12-23 07:12:50
443,98,1,2020-12-23 07:12:50
444,98,1,2020-12-23 07:12:50
445,99,1,2020-12-23 07:12:50
446,99,1,2020-12-23 07:12:50
447,99,1,2020-12-23 07:12:50
448,99,2,2020-12-23 07:12:50
449,99,2,2020-12-23 07:12:50
450,99,2,2020-12-23 07:12:50
451,100,1,2020-12-23 07:12:50
452,100,1,2020-12-23 07:12:50
453,100,1,2020-12-23 07:12:50
454,100,1,2020-12-23 07:12:50
455,100,2,2020-12-23 07:12:50
456,100,2,2020-12-23 07:12:50
457,101,1,2020-12-23 07:12:50
458,101,1,2020-12-23 07:12:50
459,101,1,2020-12-23 07:12:50
460,101,1,2020-12-23 07:12:50
461,101,2,2020-12-23 07:12:51
462,101,2,2020-12-23 07:12:51
463,102,2,2020-12-23 07:12:51
464,102,2,2020-12-23 07:12:51
465,103,1,2020-12-23 07:12:51
466,103,1,2020-12-23 07:12:51
467,103,1,2020-12-23 07:12:51
468,103,1,2020-12-23 07:12:51
469,103,2,2020-12-23 07:12:51
470,103,2,2020-12-23 07:12:51
471,103,2,2020-12-23 07:12:51
472,103,2,2020-12-23 07:12:51
473,104,2,2020-12-23 07:12:51
474,104,2,2020-12-23 07:12:51
475,104,2,2020-12-23 07:12:51
476,105,1,2020-12-23 07:12:51
477,105,1,2020-12-23 07:12:51
478,105,2,2020-12-23 07:12:51
479,105,2,2020-12-23 07:12:51
480,105,2,2020-12-23 07:12:51
481,106,1,2020-12-23 07:12:51
482,106,1,2020-12-23 07:12:51
483,107,2,2020-12-23 07:12:51
484,107,2,2020-12-23 07:12:51
485,109,1,2020-12-23 07:12:51
486,109,1,2020-12-23 07:12:51
487,109,1,2020-12-23 07:12:51
488,109,1,2020-12-23 07:12:51
489,109,2,2020-12-23 07:12:51
490,109,2,2020-12-23 07:12:51
491,109,2,2020-12-23 07:12:51
492,109,2,2020-12-23 07:12:51
493,110,1,2020-12-23 07:12:51
494,110,1,2020-12-23 07:12:51
495,110,1,2020-12-23 07:12:51
496,110,1,2020-12-23 07:12:51
497,111,2,2020-12-23 07:12:51
498,111,2,2020-12-23 07:12:51
499,111,2,2020-12-23 07:12:51
500,111,2,2020-12-23 07:12:51
501,112,1,2020-12-23 07:12:51
502,112,1,2020-12-23 07:12:51
503,112,1,2020-12-23 07:12:51
504,112,1,2020-12-23 07:12:51
505,112,2,2020-12-23 07:12:51
506,112,2,2020-12-23 07:12:51
507,112,2,2020-12-23 07:12:51
508,113,2,2020-12-23 07:12:51
509,113,2,2020-12-23 07:12:51
510,113,2,2020-12-23 07:12:51
511,113,2,2020-12-23 07:12:51
512,114,1,2020-12-23 07:12:51
513,114,1,2020-12-23 07:12:51
514,114,1,2020-12-23 07:12:51
515,114,1,2020-12-23 07:12:51
516,114,2,2020-12-23 07:12:51
517,114,2,2020-12-23 07:12:51
518,114,2,2020-12-23 07:12:51
519,115,1,2020-12-23 07:12:51
520,115,1,2020-12-23 07:12:51
521,115,1,2020-12-23 07:12:51
522,115,2,2020-12-23 07:12:51
523,115,2,2020-12-23 07:12:51
524,115,2,2020-12-23 07:12:51
525,115,2,2020-12-23 07:12:51
526,116,1,2020-12-23 07:12:51
527,116,1,2020-12-23 07:12:51
528,116,2,2020-12-23 07:12:51
529,116,2,2020-12-23 07:12:51
530,116,2,2020-12-23 07:12:51
531,116,2,2020-12-23 07:12:51
532,117,1,2020-12-23 07:12:51
533,117,1,2020-12-23 07:12:51
534,117,1,2020-12-23 07:12:51
535,117,1,2020-12-23 07:12:51
536,117,2,2020-12-23 07:12:51
537,117,2,2020-12-23 07:12:51
538,118,1,2020-12-23 07:12:51
539,118,1,2020-12-23 07:12:52
540,118,1,2020-12-23 07:12:52
541,118,1,2020-12-23 07:12:52
542,118,2,2020-12-23 07:12:52
543,118,2,2020-12-23 07:12:52
544,119,1,2020-12-23 07:12:52
545,119,1,2020-12-23 07:12:52
546,119,1,2020-12-23 07:12:52
547,119,2,2020-12-23 07:12:52
548,119,2,2020-12-23 07:12:52
549,119,2,2020-12-23 07:12:52
550,119,2,2020-12-23 07:12:52
551,120,1,2020-12-23 07:12:52
552,120,1,2020-12-23 07:12:52
553,120,1,2020-12-23 07:12:52
554,121,1,2020-12-23 07:12:52
555,121,1,2020-12-23 07:12:52
556,121,1,2020-12-23 07:12:52
557,121,2,2020-12-23 07:12:52
558,121,2,2020-12-23 07:12:52
559,121,2,2020-12-23 07:12:52
560,122,1,2020-12-23 07:12:52
561,122,1,2020-12-23 07:12:52
562,122,1,2020-12-23 07:12:52
563,122,1,2020-12-23 07:12:52
564,122,2,2020-12-23 07:12:52
565,122,2,2020-12-23 07:12:52
566,122,2,2020-12-23 07:12:52
567,123,1,2020-12-23 07:12:52
568,123,1,2020-12-23 07:12:52
569,123,2,2020-12-23 07:12:52
570,123,2,2020-12-23 07:12:52
571,123,2,2020-12-23 07:12:52
572,124,2,2020-12-23 07:12:52
573,124,2,2020-12-23 07:12:52
574,124,2,2020-12-23 07:12:52
575,125,2,2020-12-23 07:12:52
576,125,2,2020-12-23 07:12:52
577,126,2,2020-12-23 07:12:52
578,126,2,2020-12-23 07:12:52
579,126,2,2020-12-23 07:12:52
580,127,1,2020-12-23 07:12:52
581,127,1,2020-12-23 07:12:52
582,127,1,2020-12-23 07:12:52
583,127,1,2020-12-23 07:12:52
584,127,2,2020-12-23 07:12:52
585,127,2,2020-12-23 07:12:52
586,127,2,2020-12-23 07:12:52
587,127,2,2020-12-23 07:12:52
588,129,1,2020-12-23 07:12:52
589,129,1,2020-12-23 07:12:52
590,129,1,2020-12-23 07:12:52
591,129,2,2020-12-23 07:12:52
592,129,2,2020-12-23 07:12:52
593,129,2,2020-12-23 07:12:52
594,130,1,2020-12-23 07:12:52
595,130,1,2020-12-23 07:12:52
596,130,2,2020-12-23 07:12:52
597,130,2,2020-12-23 07:12:52
598,130,2,2020-12-23 07:12:52
599,130,2,2020-12-23 07:12:52
600,131,1,2020-12-23 07:12:52
601,131,1,2020-12-23 07:12:52
602,131,1,2020-12-23 07:12:52
603,131,1,2020-12-23 07:12:52
604,131,2,2020-12-23 07:12:52
605,131,2,2020-12-23 07:12:52
606,132,1,2020-12-23 07:12:52
607,132,1,2020-12-23 07:12:52
608,132,1,2020-12-23 07:12:52
609,132,1,2020-12-23 07:12:52
610,132,2,2020-12-23 07:12:52
611,132,2,2020-12-23 07:12:52
612,133,1,2020-12-23 07:12:52
613,133,1,2020-12-23 07:12:52
614,133,2,2020-12-23 07:12:52
615,133,2,2020-12-23 07:12:52
616,134,2,2020-12-23 07:12:52
617,134,2,2020-12-23 07:12:53
618,134,2,2020-12-23 07:12:53
619,135,1,2020-12-23 07:12:53
620,135,1,2020-12-23 07:12:53
621,135,1,2020-12-23 07:12:53
622,135,2,2020-12-23 07:12:53
623,135,2,2020-12-23 07:12:53
624,135,2,2020-12-23 07:12:53
625,135,2,2020-12-23 07:12:53
626,136,1,2020-12-23 07:12:53
627,136,1,2020-12-23 07:12:53
628,136,1,2020-12-23 07:12:53
629,137,2,2020-12-23 07:12:53
630,137,2,2020-12-23 07:12:53
631,137,2,2020-12-23 07:12:53
632,137,2,2020-12-23 07:12:53
633,138,1,2020-12-23 07:12:53
634,138,1,2020-12-23 07:12:53
635,138,2,2020-12-23 07:12:53
636,138,2,2020-12-23 07:12:53
637,138,2,2020-12-23 07:12:53
638,139,1,2020-12-23 07:12:53
639,139,1,2020-12-23 07:12:53
640,139,1,2020-12-23 07:12:53
641,139,1,2020-12-23 07:12:53
642,139,2,2020-12-23 07:12:53
643,139,2,2020-12-23 07:12:53
644,140,1,2020-12-23 07:12:53
645,140,1,2020-12-23 07:12:53
646,140,2,2020-12-23 07:12:53
647,140,2,2020-12-23 07:12:53
648,140,2,2020-12-23 07:12:53
649,141,1,2020-12-23 07:12:53
650,141,1,2020-12-23 07:12:53
651,141,1,2020-12-23 07:12:53
652,141,2,2020-12-23 07:12:53
653,141,2,2020-12-23 07:12:53
654,142,1,2020-12-23 07:12:53
655,142,1,2020-12-23 07:12:53
656,142,1,2020-12-23 07:12:53
657,142,2,2020-12-23 07:12:53
658,142,2,2020-12-23 07:12:53
659,143,1,2020-12-23 07:12:53
660,143,1,2020-12-23 07:12:53
661,143,1,2020-12-23 07:12:53
662,143,1,2020-12-23 07:12:53
663,143,2,2020-12-23 07:12:53
664,143,2,2020-12-23 07:12:53
665,143,2,2020-12-23 07:12:53
666,145,2,2020-12-23 07:12:53
667,145,2,2020-12-23 07:12:53
668,145,2,2020-12-23 07:12:53
669,146,1,2020-12-23 07:12:53
670,146,1,2020-12-23 07:12:53
671,146,1,2020-12-23 07:12:53
672,147,1,2020-12-23 07:12:53
673,147,1,2020-12-23 07:12:53
674,147,1,2020-12-23 07:12:53
675,147,2,2020-12-23 07:12:53
676,147,2,2020-12-23 07:12:53
677,147,2,2020-12-23 07:12:53
678,149,1,2020-12-23 07:12:53
679,149,1,2020-12-23 07:12:53
680,149,1,2020-12-23 07:12:53
681,149,2,2020-12-23 07:12:53
682,149,2,2020-12-23 07:12:53
683,149,2,2020-12-23 07:12:53
684,150,1,2020-12-23 07:12:53
685,150,1,2020-12-23 07:12:53
686,150,2,2020-12-23 07:12:53
687,150,2,2020-12-23 07:12:53
688,150,2,2020-12-23 07:12:53
689,150,2,2020-12-23 07:12:53
690,151,1,2020-12-23 07:12:53
691,151,1,2020-12-23 07:12:53
692,151,2,2020-12-23 07:12:53
693,151,2,2020-12-23 07:12:53
694,152,1,2020-12-23 07:12:53
695,152,1,2020-12-23 07:12:53
696,152,1,2020-12-23 07:12:53
697,152,1,2020-12-23 07:12:53
698,153,1,2020-12-23 07:12:53
699,153,1,2020-12-23 07:12:53
700,153,1,2020-12-23 07:12:53
701,153,1,2020-12-23 07:12:53
702,154,1,2020-12-23 07:12:53
703,154,1,2020-12-23 07:12:53
704,154,1,2020-12-23 07:12:54
705,154,2,2020-12-23 07:12:54
706,154,2,2020-12-23 07:12:54
707,154,2,2020-12-23 07:12:54
708,154,2,2020-12-23 07:12:54
709,155,1,2020-12-23 07:12:54
710,155,1,2020-12-23 07:12:54
711,155,2,2020-12-23 07:12:54
712,155,2,2020-12-23 07:12:54
713,155,2,2020-12-23 07:12:54
714,156,2,2020-12-23 07:12:54
715,156,2,2020-12-23 07:12:54
716,157,2,2020-12-23 07:12:54
717,157,2,2020-12-23 07:12:54
718,157,2,2020-12-23 07:12:54
719,158,1,2020-12-23 07:12:54
720,158,1,2020-12-23 07:12:54
721,158,2,2020-12-23 07:12:54
722,158,2,2020-12-23 07:12:54
723,158,2,2020-12-23 07:12:54
724,159,1,2020-12-23 07:12:54
725,159,1,2020-12-23 07:12:54
726,159,1,2020-12-23 07:12:54
727,159,1,2020-12-23 07:12:54
728,159,2,2020-12-23 07:12:54
729,159,2,2020-12-23 07:12:54
730,159,2,2020-12-23 07:12:54
731,160,1,2020-12-23 07:12:54
732,160,1,2020-12-23 07:12:54
733,160,2,2020-12-23 07:12:54
734,160,2,2020-12-23 07:12:54
